OBJECTID,EO_ID,VT_LISTED,US_TE,US_TE_DESC,LAST_OBS,COMM_TYPE,TYPE_CODE,TYPE_DESC,VIEW_NAME,LAYER_DATE,GlobalID,SHAPESTArea,SHAPESTLength
302444,7003,Y, , ,2002-08-06, ,P,Plant,VT_RARE_VW,2021/06/17,{BB391EB5-4D26-4EFB-8521-2D4DE13AE3E2},7803.5951,313.654527499372
302445,34022,Y, , ,2020-08-10, ,P,Plant,VT_RARE_VW,2021/06/17,{BB5C7909-BADB-43BF-B198-1D60D34A6DF1},1421.4279,142.491448944012
302446,7912,N, , ,2007-05-14, ,A,Animal,VT_RARE_VW,2021/06/17,{BB7BF63B-0DB2-467A-B47A-FFA943A512AD},160187.40405,1916.80797260891
302447,6954,Y, , ,2002-09-20, ,P,Plant,VT_RARE_VW,2021/06/17,{BBAE5BFF-0DC0-4354-A32F-F1CC21A73501},634.20435,123.845418199767
302449,5010,N, , ,1899-09-02, ,P,Plant,VT_RARE_VW,2021/06/17,{BC8BA3E4-5691-4565-A509-6DBD3D428A11},499431.3396,2509.23908429728
302450,5993,N, , ,1990-08-08, ,P,Plant,VT_RARE_VW,2021/06/17,{BC9E7F57-8059-4232-9961-AA7C7DDB30F5},124858.1422,1254.62109073597
302453,4811,N, , ,1993-07-30, ,P,Plant,VT_RARE_VW,2021/06/17,{BCFC2C8E-352C-4D21-97DA-3B06CEC15468},31213.3931,627.299079754436
302454,5183,N, , ,1982-10-05, ,P,Plant,VT_RARE_VW,2021/06/17,{BD708526-BEA7-455B-BE2A-DADFA29ACC21},31215.1368,627.316591269565
302455,2204,N, , ,2000-07-25, ,P,Plant,VT_RARE_VW,2021/06/17,{BDC03850-FD6D-414A-84DB-3D0B02A2FF7B},7803.46435,313.651884575424
302457,6236,Y,E,Endangered,2011, ,A,Animal,VT_RARE_VW,2021/06/17,{BDD3E3BF-1FFB-42E0-9BA6-2C2B00C3B589},31214.2443,627.307623938645
302458,5891,N, , ,1990-05-30, ,P,Plant,VT_RARE_VW,2021/06/17,{BDDC3E6D-D6E9-4572-9C45-50416A2372A2},31214.2443,627.307623938645
302460,6527,N, , ,1986-07-10, ,P,Plant,VT_RARE_VW,2021/06/17,{BE7F05CD-952B-4DEF-B53A-CC719E345B40},968021.03715,4155.59330015631
302462,33799,N, , ,2020-06-02, ,A,Animal,VT_RARE_VW,2021/06/17,{BF0ABA55-36F1-483D-B530-F4793F7EE5B0},1951.2764,156.842431684415
302463,5693,N, , ,1989-08-29, ,P,Plant,VT_RARE_VW,2021/06/17,{BF0CF888-B8DE-4889-B9F9-E75FC9D60317},31215.678,627.322028736728
302466,5011,N, , ,1983-06-15, ,P,Plant,VT_RARE_VW,2021/06/17,{C00D9522-4C81-4357-B7B1-3C5133E26C75},31213.19335,627.297071382765
302467,10557,Y, , ,2010, ,A,Animal,VT_RARE_VW,2021/06/17,{C05AF7F1-8FA3-4A55-8B94-83B62CDDB771},31215.1368,627.316591269565
302469,7734,Y,E,Endangered,2007-07-24, ,A,Animal,VT_RARE_VW,2021/06/17,{C09023CA-911F-4CDC-B89A-4194707866CB},7803.6109,627.309754262947
302474,5259,N, , ,2000-07-20, ,A,Animal,VT_RARE_VW,2021/06/17,{C1290300-2AFD-4B55-93FF-1D50744D6BB9},62425.8686,1254.5889394566
302475,7588,N, , ,2019-07-10, ,P,Plant,VT_RARE_VW,2021/06/17,{C143A28B-F484-4EDB-9749-3F7B296ADB03},9305.2043,495.570991132254
302477,7136,Y, , ,2002-10-23, ,A,Animal,VT_RARE_VW,2021/06/17,{C1BACB39-1607-4850-8818-6B709D053370},5886.18265,682.305140152416
302478,5581,Y, , ,1991-06-25, ,A,Animal,VT_RARE_VW,2021/06/17,{C223082A-F40F-484F-8E3B-D23AAC6135CC},31215.678,627.322028736728
302479,3055,N, , ,2001-06-29, ,P,Plant,VT_RARE_VW,2021/06/17,{C2CAF50C-892E-4AE9-B6BD-426A97CA2959},7803.51135,313.652829491367
302482,10807,N, , ,2009-08-13, ,P,Plant,VT_RARE_VW,2021/06/17,{C4B1908C-DFC2-4AB1-895F-4C29FBFA164D},1951.2764,156.842431684415
302488,6993,N, , ,2019, ,P,Plant,VT_RARE_VW,2021/06/17,{C5B2F78D-3CDE-461B-B11B-B9580D8737FE},46277.80835,1554.43397324273
302490,4801,Y, , ,2018-06-29, ,P,Plant,VT_RARE_VW,2021/06/17,{C6212508-1377-4325-BA90-D6E62604C3A8},505.4496,112.891263191119
302493,5040,Y, , ,2017-08-03, ,P,Plant,VT_RARE_VW,2021/06/17,{C6A3CCF6-5369-446E-84D2-2B3952FD3785},3906.8096,313.749669094261
302494,5240,Y, , ,1970-06, ,A,Animal,VT_RARE_VW,2021/06/17,{C6BDECA5-B90E-403A-A214-6D4F1101C002},499430.1133,2509.23600310726
302496,5697,Y, , ,2004-04-22, ,P,Plant,VT_RARE_VW,2021/06/17,{C709F3DF-4BCF-4A2D-83ED-957D64201FB2},1950.83,156.824505891331
302497,32547,N, , ,2017-09-05, ,P,Plant,VT_RARE_VW,2021/06/17,{C7381D16-DDBB-4068-B684-11F94BA133ED},703.2324,94.1254370600775
302498,5631,N, , ,199--EARLY-MID, ,P,Plant,VT_RARE_VW,2021/06/17,{C75AC5FB-8909-498B-A3AC-05EB83D46FF2},31215.678,627.322028736728
302500,9700,N, , ,2019, ,P,Plant,VT_RARE_VW,2021/06/17,{C7D00961-53D4-4721-A258-F9BB5CFC491F},312.1429,62.7309235327134
302501,6880,Y, , ,2013, ,A,Animal,VT_RARE_VW,2021/06/17,{C7D1B1B8-0205-4740-9F18-17EA8ABE4366},7803.6489,313.655605791303
302502,9813,Y, , ,2001-07-17, ,P,Plant,VT_RARE_VW,2021/06/17,{C8112DD0-5DD5-422B-BCB1-1B897EAE0218},22612.66635,1713.52054721013
302503,3321,N, , ,2018-06-22, ,P,Plant,VT_RARE_VW,2021/06/17,{C8484CBA-E0F6-43B2-BCF2-717139D47BAD},11705.7117,736.633989038836
302504,5535,N, , ,2006-07-27, ,P,Plant,VT_RARE_VW,2021/06/17,{C8BA14BA-C6B4-4057-B3C1-53849FAD7762},49638.2214,1345.43919366148
302505,5908,N, , ,1990-05-26, ,A,Animal,VT_RARE_VW,2021/06/17,{C8F4186E-8157-4AED-9877-A4E74774B549},31213.5424,627.300580341803
302506,33931,N, , ,2019-11-04, ,P,Plant,VT_RARE_VW,2021/06/17,{C93C0FEA-55B1-4D24-B9E9-CCB9A76565E5},312.46145,62.7417674079083
302508,4874,N, , ,2014-07-08, ,P,Plant,VT_RARE_VW,2021/06/17,{C9CEDCD6-DE7F-4E63-94CA-19C3155D4683},25772.9421,1533.97687078898
302509,7314,Y, , ,2020-06-02, ,A,Animal,VT_RARE_VW,2021/06/17,{CA3267F9-64DF-4191-B3F5-7825C52403E0},1950.9799,156.830530905271
302511,6612,N, , ,2000, ,A,Animal,VT_RARE_VW,2021/06/17,{CABFFF87-9F51-49C3-84F0-2225B2232010},39017.6706,940.959508995219
302512,8645,Y, , ,1983-07-04, ,P,Plant,VT_RARE_VW,2021/06/17,{CAE0C792-F2F7-4DC5-99A3-DD0E48CB2807},499430.1133,2509.23600310726
302513,6816,N, , ,2001-07-09, ,P,Plant,VT_RARE_VW,2021/06/17,{CB0045D6-8AED-4235-AB63-49F6D57967E7},7803.1469,313.645514955584
302515,5846,N, , ,1992-07-15, ,P,Plant,VT_RARE_VW,2021/06/17,{CB5B24FD-59C8-4018-BEE9-E704D6E56E77},31215.1368,627.316591269565
302517,5523,N, , ,2015, ,A,Animal,VT_RARE_VW,2021/06/17,{CC4DFCD2-1241-423D-95A9-37A1E91EE5FC},406420.01418538,4707.89106241976
302518,7000,N, , ,2000, ,A,Animal,VT_RARE_VW,2021/06/17,{CC6CA2BF-C946-4687-B597-3E41C66593DA},156071.7755,1881.92138544636
302519,6048,N, , ,2020-09-22, ,P,Plant,VT_RARE_VW,2021/06/17,{CCC221BC-B197-40AA-8D05-D2E57744B67C},11441.9405,730.250083109942
302520,7005,N, , ,2018, ,A,Animal,VT_RARE_VW,2021/06/17,{CCC31866-778C-48BB-B9B8-09211CF48E8B},355472.4057445,19633.7448574374
302522,7760,N, , ,2001-08-18, ,A,Animal,VT_RARE_VW,2021/06/17,{CD5A7C7C-03CC-42FC-9976-DB4F4EF32A97},15452.1189,1740.26330378689
302523,32588,Y, , ,2014-09-10, ,P,Plant,VT_RARE_VW,2021/06/17,{CD9D4966-092B-4453-AE31-E5FE5CD8174F},1248.6684,125.466511650139
302524,5864,N, , ,2013-07-24, ,P,Plant,VT_RARE_VW,2021/06/17,{CE2785B6-502D-4FFC-A675-F3D6E8B4BAFD},4218.64075,241.785997113337
302525,6202,N, , ,2007-11-29, ,P,Plant,VT_RARE_VW,2021/06/17,{CE414054-052F-4B41-8A1E-9B5D505BACC5},40970.27765,1097.8075714307
302526,5790,N, , ,1987-09-25, ,P,Plant,VT_RARE_VW,2021/06/17,{CE7D45C7-4574-4B6F-BBD9-4BAC22D35BC4},124858.7439,1254.62411561897
302527,5420,Y,E,Endangered,2003-03-03, ,A,Animal,VT_RARE_VW,2021/06/17,{CE9948CE-1193-4D4D-846E-12B33039D576},31215.678,627.322028736728
302529,8946,N, , ,1993-07-17, ,P,Plant,VT_RARE_VW,2021/06/17,{CF252535-5931-4815-8E18-673DAE958597},31214.2443,627.307623938645
302530,10244,N, , ,2015-09-02, ,P,Plant,VT_RARE_VW,2021/06/17,{CF3DC9DA-54BC-4F75-BE2E-B80FDCD9D39C},18208.89825,2013.52041186836
302531,5674,N, , ,1991-07-04, ,A,Animal,VT_RARE_VW,2021/06/17,{CF6AAA8E-98BD-494C-B229-399D930BFF60},499429.4399,2509.23431582407
302532,5530,N, , ,1994-09-06, ,P,Plant,VT_RARE_VW,2021/06/17,{D00BA658-70C9-4F48-A30C-DAA5355AAA80},7803.9195,313.661030183886
302533,5309,Y, , ,1982, ,P,Plant,VT_RARE_VW,2021/06/17,{D01F9916-6B1A-4FFC-89FB-1C631E12ED48},10268.62435,478.914812766781
302535,5649,Y, , ,1981-07-16, ,A,Animal,VT_RARE_VW,2021/06/17,{D0CE81BC-4C1C-4A13-A52B-5FC7BBB4C466},31214.627,627.311469759546
302536,10907,N, , ,2007-07-11, ,A,Animal,VT_RARE_VW,2021/06/17,{D14CC7F4-D720-44C7-8742-93ED128915CE},31215.678,627.322028736728
302537,10904,N, , ,2004-06-05, ,A,Animal,VT_RARE_VW,2021/06/17,{D1532C7A-E517-48FE-847A-1E74B083C5DE},31215.678,627.322028736728
302538,2825,N, , ,2012-09-21, ,A,Animal,VT_RARE_VW,2021/06/17,{D1670590-BC9C-412C-905E-3283C35D48FA},109248.969,2509.2228167984
302539,8646,N, , ,2020-06-18, ,P,Plant,VT_RARE_VW,2021/06/17,{D16CC97D-1A2F-49AE-BA4D-9888CE4A7CB9},1212.396,290.614037265941
302541,5789,N, , ,1994-07-26, ,P,Plant,VT_RARE_VW,2021/06/17,{D263CD12-AD8E-4460-B36C-F0C62510F6C3},31214.1682,627.306858736044
302543,5929,Y, , ,1990, ,A,Animal,VT_RARE_VW,2021/06/17,{D2A5B4AF-2598-4167-800C-1E2F805C4C2B},31215.678,627.322028736728
302545,7529,N, , ,2002-08, ,P,Plant,VT_RARE_VW,2021/06/17,{D39CC4C6-C4A1-4641-A8E8-4A85859EB31E},1924.54775,194.322475089617
302546,33809,N, , ,2020-09-03, ,A,Animal,VT_RARE_VW,2021/06/17,{D3AC6F93-EC32-42E3-8280-0D867B152A99},124858.3824,1254.62230569193
302548,5984,Y, , ,1998-09-30, ,P,Plant,VT_RARE_VW,2021/06/17,{D444A007-1CFA-494A-AECC-21ED1AAA8B3B},31215.1368,627.316591269565
302549,5134,N, , ,2015-10-18, ,P,Plant,VT_RARE_VW,2021/06/17,{D480BA6A-9450-4A42-859D-FE95227B8740},702.308,94.0954516152953
302551,10830,N, , ,2007-07-26, ,P,Plant,VT_RARE_VW,2021/06/17,{D4D01605-572F-47E4-89B2-5E6EFF0ADDA2},10508.06405,490.24524490656
302552,33146,N, , ,2015-09-02, ,P,Plant,VT_RARE_VW,2021/06/17,{D4E2830B-ABE5-4A4D-97B3-65815463BD4C},1316169.20645,6308.9447112876
302554,6084,Y, , ,2018-08-26, ,P,Plant,VT_RARE_VW,2021/06/17,{D57E3F02-587F-47E7-92ED-D1DF9E2C9C24},3891041.8719495,31400.2896897731
302556,4922,N, , ,2010-05-04, ,A,Animal,VT_RARE_VW,2021/06/17,{D5B00061-5CE1-48F2-8BF1-C99DEF2DE88C},588597.86225,6140.44365596875
302557,5557,Y, , ,1996-07-22, ,P,Plant,VT_RARE_VW,2021/06/17,{D5EFAD37-9611-49B9-A5EC-2A4201752491},31212.6584,627.291694735611
302558,7605,N, , ,1998-07-09, ,A,Animal,VT_RARE_VW,2021/06/17,{D6522C0B-29D5-42FB-9205-0A9325E41DD7},85824.6381,1874.09081914626
302560,5271,Y, , ,1995-07-12, ,A,Animal,VT_RARE_VW,2021/06/17,{D78C7686-B22F-485D-BA22-B4CC7C3E021C},31214.1682,627.306858736044
302561,5471,Y, , ,2007, ,P,Plant,VT_RARE_VW,2021/06/17,{D78CE029-A8C3-4A15-80C4-B1FF9F696C67},1313.0447,148.937663008501
302564,6869,N, , ,2019, ,A,Animal,VT_RARE_VW,2021/06/17,{D850AC95-8ABA-4D5D-B4CC-FB0440F0E659},823009.96915,25704.9190167336
302567,33436,Y, , ,2017-01-25, ,A,Animal,VT_RARE_VW,2021/06/17,{D8C8339C-8B80-4CEA-8E9A-0FE48D843354},31215.678,627.322028736728
302568,32578,N, , ,2018-06-22, ,P,Plant,VT_RARE_VW,2021/06/17,{D9288E2B-865D-4B53-975E-47FE008E585C},312.518,62.7474305903918
302572,7731,Y, , ,2007, ,A,Animal,VT_RARE_VW,2021/06/17,{DBCF2070-7780-4D5F-A035-F59DE95EB441},7803.9195,313.661030183886
302576,6529,N, , ,1996-09-04, ,P,Plant,VT_RARE_VW,2021/06/17,{DD3DC399-386D-451F-BEB9-F8E89B5C742F},274260.42595,3111.09731896272
302577,7137,N, , ,2005-07-20, ,P,Plant,VT_RARE_VW,2021/06/17,{DD5A355B-D0A7-478C-B3C7-1104C9A3B011},1950.47925,156.810418448793
302579,4668,Y, , ,1989-06-03, ,P,Plant,VT_RARE_VW,2021/06/17,{DE94C25B-0D5F-480E-AA7F-7DB24DF5FA48},366112.577,3069.21461259683
302580,118,N, , ,1987-07-01, ,P,Plant,VT_RARE_VW,2021/06/17,{DF0396A3-EE08-42BA-BFE4-CE2AD44B9A2F},31214.0858,627.306037295269
302581,7733,Y, , ,2007, ,A,Animal,VT_RARE_VW,2021/06/17,{DF39C943-1C54-44B8-994B-B5131DA67DA5},7803.61975,313.655011788698
302582,9250,N, , ,1919, ,P,Plant,VT_RARE_VW,2021/06/17,{DF437862-9676-464B-9013-D73B1309F495},538165.72855,3101.45477540224
302583,5244,N, , ,2019-10-03, ,P,Plant,VT_RARE_VW,2021/06/17,{DF753C6F-2E15-481B-9946-BC49F3F02E12},31467.3204,683.756794644114
302584,10940,N, , ,2005-07-30, ,A,Animal,VT_RARE_VW,2021/06/17,{DF9D37DE-81A6-47C5-87FC-86A8AD24BB22},31215.678,627.322028736728
302585,6604,Y, , ,2004-10-12, ,A,Animal,VT_RARE_VW,2021/06/17,{E037FE01-618B-4D76-A6DA-635FC1839B0D},3181.5718,381.638099594641
302587,4984,N, , ,1984-08-03, ,P,Plant,VT_RARE_VW,2021/06/17,{E0E144E5-9031-4245-A0BF-CEC61DA1A9BD},499431.9369,2509.24058541714
302588,33751,N, , ,2017-08-09, ,P,Plant,VT_RARE_VW,2021/06/17,{E0F1924B-BF8B-4D5E-AA44-4C102C268700},252.7248,56.4456315955593
302589,5052,Y, , ,1996-08-09, ,P,Plant,VT_RARE_VW,2021/06/17,{E12E27FB-2757-47A3-8EBC-5188A9B148E1},62429.3811,1254.62421520821
302590,6022,N, , ,2001, ,P,Plant,VT_RARE_VW,2021/06/17,{E20C8FBB-C313-481B-A5D5-5CC323BA70AF},31215.1368,627.316591269565
302591,6253,Y, , ,2004-05-09, ,A,Animal,VT_RARE_VW,2021/06/17,{E2719EDF-0122-4AFF-A4BB-08D77258E738},31214.4441,627.309628725845
302592,5980,N, , ,2001-07-27, ,P,Plant,VT_RARE_VW,2021/06/17,{E2AF2010-5CAE-4050-BEE8-34FD78525810},499432.3176,2509.24154620171
302593,5320,Y, , ,2019, ,A,Animal,VT_RARE_VW,2021/06/17,{E30495EC-3124-473A-8331-45003BC59330},552804.37785,34887.9786577248
302594,7126,N, , ,2005-07-30, ,A,Animal,VT_RARE_VW,2021/06/17,{E42DCB43-DBC0-4E45-B8F7-49CE2EAD5F64},2497.14215,250.923305166313
302595,5448,N, , ,1989-06-05, ,P,Plant,VT_RARE_VW,2021/06/17,{E44305F3-3903-4F5C-AC3A-CA4CD85E0961},31213.7031,627.302191474369
302596,4675,Y, , ,2019-09-06, ,P,Plant,VT_RARE_VW,2021/06/17,{E4A3BD87-9578-4251-B12D-05A19043C107},127122.12025,1474.20650478425
302597,33923,N, , ,1902-07-15, ,P,Plant,VT_RARE_VW,2021/06/17,{E4BC44B9-A0C4-490B-A8E9-3C1711B8C957},499427.9092,2509.23046900861
302600,33818,N, , ,2020-09-03, ,P,Plant,VT_RARE_VW,2021/06/17,{E4F4E010-9390-44BB-B652-F7370C9BAF3A},3823.8884,219.561832054364
302601,8248,Y, , ,2003-10-10, ,P,Plant,VT_RARE_VW,2021/06/17,{E554CE04-2D04-477F-A4A7-E00633AC6F1E},5774.6731,376.387797157173
302603,4738,N, , ,1999-10-15, ,P,Plant,VT_RARE_VW,2021/06/17,{E6121DA3-D91E-4C00-999D-9B4B7C6B7748},31213.01045,627.295234432218
302604,6141,Y, , ,1994-09-22, ,P,Plant,VT_RARE_VW,2021/06/17,{E67AF8B7-2516-4620-B381-E7C0181457A1},31214.627,627.311469759546
302605,6002,Y, , ,1985-05-28, ,P,Plant,VT_RARE_VW,2021/06/17,{E6AEAB9F-5900-4DF8-9A51-5F06B207EF9E},31215.1368,627.316591269565
302606,7227,N, , ,2019-08-20, ,P,Plant,VT_RARE_VW,2021/06/17,{E6F01E47-9A98-4B43-8087-3BDFF56F0618},2576.09315,282.333012849929
302609,6244,Y, , ,2016-10-05, ,P,Plant,VT_RARE_VW,2021/06/17,{E792A804-5577-44F5-BC63-646742A31B35},312.1756,62.7341321250412
302610,5682,Y, , ,1992-07-10, ,P,Plant,VT_RARE_VW,2021/06/17,{E794E388-E4E3-48C7-AEEA-E1ED9069608A},31215.678,627.322028736728
302612,6979,Y, , ,2005-06-05, ,A,Animal,VT_RARE_VW,2021/06/17,{E8835D82-818E-465D-99E4-BAF30C4F73D6},227326.3816,4706.36217034748
302613,33892,N, , ,2019-09-30, ,P,Plant,VT_RARE_VW,2021/06/17,{E8B14C52-301E-4124-BD9C-EC5176AF1FB5},3684.3465,437.694430853248
302616,10941,N, , ,2005-07-14, ,A,Animal,VT_RARE_VW,2021/06/17,{E9A86765-1A33-44DE-8DF0-4B47123FE775},31215.678,627.322028736728
302617,5093,N, , ,1898-07-28, ,P,Plant,VT_RARE_VW,2021/06/17,{E9E0C9A7-8DFD-464E-833C-A6C2FE1BAEE2},499432.3176,2509.24154620171
302618,5799,N, , ,2000-07-19, ,P,Plant,VT_RARE_VW,2021/06/17,{E9F85950-8DE4-4F93-A432-5408D5792E4E},31215.1368,627.316591269565
302619,5708,N, , ,1985-07-29, ,P,Plant,VT_RARE_VW,2021/06/17,{EA422DE4-21D9-4240-99DF-14B5D7540497},31213.9029,627.304201264455
302620,10977,N, , ,2007-07-29, ,A,Animal,VT_RARE_VW,2021/06/17,{EA51802C-5BE3-4D41-91DA-46C54CDCB3A6},31215.678,627.322028736728
302621,5483,Y, , ,1987-06-15, ,A,Animal,VT_RARE_VW,2021/06/17,{EA87B127-2607-459A-B36C-C8DD7E4CB831},544345.98865,9184.21032412299
302622,6603,Y, , ,2013-08-10 or 11, ,A,Animal,VT_RARE_VW,2021/06/17,{EAC54260-85C0-4BEE-B2F2-0294226F2FCD},783914.72875,5732.04138869191
302623,5824,N, , ,1983-06-16, ,P,Plant,VT_RARE_VW,2021/06/17,{EADBAC90-7E46-49AB-8A0B-F947E659F2B1},31212.9343,627.294469728299
302627,5390,N, , ,2018-10-15, ,P,Plant,VT_RARE_VW,2021/06/17,{EB5980AA-961A-4994-B2E4-DE25C0304D3B},2804.70115,513.497971913909
302629,5655,N, , ,1981-06-29, ,A,Animal,VT_RARE_VW,2021/06/17,{EBBD3042-B3ED-4F50-BD6C-5A543CAB895B},311259.3492,2191.87707617682
302634,33845,N, , ,1972-06-21, ,P,Plant,VT_RARE_VW,2021/06/17,{ED250AE1-2759-4D17-BAD2-C8738AF8CEED},65701.88355,2857.12368461206
302635,5961,N, , ,2005, ,A,Animal,VT_RARE_VW,2021/06/17,{ED522B71-B724-4775-856B-B9ED1A14C625},218502.9418,4391.18584587268
302636,5095,Y, , ,2017-10-10, ,P,Plant,VT_RARE_VW,2021/06/17,{ED9033A5-E945-4BED-B8FF-749E64307384},8189.08765,690.280425051999
302637,5750,Y, , ,1999-08-23, ,P,Plant,VT_RARE_VW,2021/06/17,{ED97A50B-738B-4060-9637-B43C88DBC10D},78038.20295,1881.95161717398
302638,4522,N, , ,2001-06-25, ,P,Plant,VT_RARE_VW,2021/06/17,{EDB413B8-62BB-4CF9-8649-F2B0ECF04C20},31215.678,627.322028736728
302640,7589,N, , ,2006-09-22, ,P,Plant,VT_RARE_VW,2021/06/17,{EEBA376E-E679-4F39-BC4D-54AD6CD5FC3E},7803.39405,313.650472966456
302641,9757,N, , ,2011, ,A,Animal,VT_RARE_VW,2021/06/17,{EF6C8035-B1C5-4338-B653-7C59565720C5},31214.2443,627.307623938645
302644,5951,N, , ,2005-08-04, ,P,Plant,VT_RARE_VW,2021/06/17,{EFA6975B-3381-4624-BF7E-EC14DCFF2A02},33166.21145,784.134635859749
302648,8177,N, , ,2016-11, ,P,Plant,VT_RARE_VW,2021/06/17,{F0978F97-0A7C-44A1-A72A-42C4C0BDA9E4},702.308,94.0954516152953
302649,5223,N, , ,1998-09-14, ,P,Plant,VT_RARE_VW,2021/06/17,{F0D70517-B4F3-447B-8E1E-A5F86F2B1AE5},31214.627,627.311469759546
302650,5210,Y, , ,1984-06-01, ,P,Plant,VT_RARE_VW,2021/06/17,{F196F876-A7A8-4A11-B0DF-F6239FEADCE5},31214.1682,627.306858736044
302651,5265,N, , ,2012-08-29, ,P,Plant,VT_RARE_VW,2021/06/17,{F1A30EC7-E650-4DAF-9561-B16EBFB733A0},530645.86,3136.54212654351
302653,5303,N, , ,2018-10-15, ,P,Plant,VT_RARE_VW,2021/06/17,{F2180857-0232-40AD-BF94-DB185BB495C7},3849.3593,522.289362012896
302654,5919,Y, , ,1989-05-22, ,A,Animal,VT_RARE_VW,2021/06/17,{F21B206F-3CBC-439B-99B9-4A26E2A77501},31215.1368,627.316591269565
302655,6027,Y, , ,1990-06-08, ,A,Animal,VT_RARE_VW,2021/06/17,{F23691E2-77DF-406B-ABC1-71CCECDE8117},31213.627,627.301426271767
302656,11553,N, , ,2012-08-06, ,P,Plant,VT_RARE_VW,2021/06/17,{F241CE2C-3A51-4046-90EE-B0A1EAD7A2DB},1950.9799,156.830530905271
302657,7736,N, , ,2008-06-19, ,A,Animal,VT_RARE_VW,2021/06/17,{F2446321-A175-482D-BE35-3ECBB01516B0},7803.61975,313.655011788698
302658,4800,N, , ,1994, ,A,Animal,VT_RARE_VW,2021/06/17,{F313C3B3-A5D1-4294-8958-51536BD31DEC},499432.3176,2509.24154620171
302659,6995,N, , ,2020-05-03, ,P,Plant,VT_RARE_VW,2021/06/17,{F3A12771-E110-45CE-8C45-92C3BD24AC8F},12845.83525,1333.25064376526
302660,6889,N, , ,1993, ,A,Animal,VT_RARE_VW,2021/06/17,{F3B19F36-180A-4391-A0B4-7AC6DEF004D6},338872.8127,2231.00074909812
302661,4762,N, , ,1990-09-14, ,P,Plant,VT_RARE_VW,2021/06/17,{F3CEDD2B-B13B-4E82-993C-D7A0F6B4DEC2},31215.678,627.322028736728
302662,5098,N, , ,2008-06-19, ,P,Plant,VT_RARE_VW,2021/06/17,{F3E182AC-4639-4993-BFAB-D3E3C195377B},3901.2857,313.634005214566
302665,6256,N, , ,2004-07-29, ,P,Plant,VT_RARE_VW,2021/06/17,{F47ADFB9-1DFB-4E68-9FE5-941A07F58AFB},2127970.7679,7258.65598649809
302667,5567,N, , ,2002-09-10, ,A,Animal,VT_RARE_VW,2021/06/17,{F4B56FBC-AC58-4EA7-9FBC-D4D298D3615C},31214.5956,627.311163048555
302668,115,Y,E,Endangered,1946-11-14, ,A,Animal,VT_RARE_VW,2021/06/17,{F4E02EBE-5BF6-46B6-99A2-A8120C3801D2},31213.627,627.301426271767
302669,1967,Y, , ,2005-05-18, ,P,Plant,VT_RARE_VW,2021/06/17,{F51FFCF3-F9F7-45CB-B6BA-D99736FE255E},1950.9799,156.830530905271
302671,5238,Y, , ,1989-06-02, ,P,Plant,VT_RARE_VW,2021/06/17,{F54C4F75-6552-4462-AC7B-21914A7360BA},366112.577,3069.21461259683
302672,33479,N, , ,2018-07, ,A,Animal,VT_RARE_VW,2021/06/17,{F5674FE7-FC23-4577-9AFD-68B3D6FB6583},31215.678,627.322028736728
302673,4651,Y, , ,2009-05-19, ,P,Plant,VT_RARE_VW,2021/06/17,{F5AC0D5D-6367-496D-AAFC-813363E88AA6},31215.1368,627.316591269565
302674,5205,Y, , ,1978, ,A,Animal,VT_RARE_VW,2021/06/17,{F6D276C4-BEB0-47C0-BDBB-C83D0BF4C8D0},499430.76475,2509.23764242362
302676,6283,Y, , ,2014-06-26, ,P,Plant,VT_RARE_VW,2021/06/17,{F71016EC-5D6E-47A1-890F-FA80A5CF304A},1248.6684,125.466511650139
302677,4901,N, , ,1987-08-02, ,A,Animal,VT_RARE_VW,2021/06/17,{F749E0F1-CB89-4475-A8B6-E18596536A8F},31214.7763,627.312970346913
302678,5618,N, , ,2006-07-07, ,P,Plant,VT_RARE_VW,2021/06/17,{F75B478D-3923-484E-A74B-409E8990CF5E},19304.2825,1421.55082927556
302680,8969,Y,T,Threatened,2009-02-28, ,A,Animal,VT_RARE_VW,2021/06/17,{F90D6AC0-327C-4176-B134-832D457D91BE},14034739.9904,14398.5476791541
302681,32821,Y,T,Threatened,2007, ,A,Animal,VT_RARE_VW,2021/06/17,{F918215E-55D5-4614-8BE0-095F1BFAF0C9},62431.356,1254.64405747346
302682,5353,N, , ,1985-06-28, ,P,Plant,VT_RARE_VW,2021/06/17,{F957D560-1CD0-40F1-B533-72678A9FD8BC},31214.4441,627.309628725845
302683,4361,N, , ,1990-07-28, ,P,Plant,VT_RARE_VW,2021/06/17,{F972E2E1-FEE6-4360-B5C4-D3713145E7D9},31215.678,627.322028736728
302684,10881,N, , ,2003-06-07, ,A,Animal,VT_RARE_VW,2021/06/17,{F9D71757-C4B5-43ED-802E-838F993D969F},31215.678,627.322028736728
302685,6257,N, , ,2011-10-18, ,P,Plant,VT_RARE_VW,2021/06/17,{F9E9AF3F-B485-4FD5-B85A-3350B661119C},358786.7974,3864.24502112675
302687,5529,Y, , ,1983-08-27, ,A,Animal,VT_RARE_VW,2021/06/17,{FA0BEFAA-D060-4E9D-B45C-924F186FE053},31213.01045,627.295234432218
302688,10225,Y, , ,2020-06-13, ,P,Plant,VT_RARE_VW,2021/06/17,{FA16136B-A071-4FD6-AFDD-42008C13F4A0},6851.798635,867.69594980689
